nombre;dpto;dpto_desc;distrito;dist_desc;codigo_institucion;?column?
C. E. JEAN PIAGET;11;CENTRAL;3;FERNANDO DE LA MORA;7754;-
3-107;3;CORDILLERA;3;ARROYOS Y ESTEROS;10691;-
7499 FELIX PEREZ CARDOZO;10;ALTO PARANA;6;ITAKYRY;15910;-
DR. WALTER ENRIQUE INSFRAN;11;CENTRAL;1;AREGUA;7514;-
ATENEO DE LENGUA - REGIONAL AYOLAS;8;MISIONES;2;AYOLAS;10272;-
2904 NTRA. SRA. DE LA ASUNCION;10;ALTO PARANA;10;LOS CEDRALES;7114;-
5654 (13024) SANTA ANA;12;ÐEEMBUCU;9;LOS LAURELES;8959;-
ROMMY;5;CAAGUAZU;1;CORONEL OVIEDO;15476;-
547 INST. DE EDUCACION INICIAL SEMILLITA;0;ASUNCION;0;ASUNCION;11248;-
1718 G. BERNARDINO CABALLERO;1;CONCEPCION;3;HORQUETA;989;-
1441 PROF. FRANCISCA DE CARPINELLI;4;GUAIRA;11;MBOCAYATY;3062;-
S/N;10;ALTO PARANA;11;MINGA GUAZU;10227;-
5294 (11940) SAN AGUSTIN;4;GUAIRA;13;ÐUMI;3094;-
ÑANDEJARA;11;CENTRAL;8;LIMPIO;8066;-
M-1;0;ASUNCION;0;ASUNCION;220;-
897 PROF. FEDERICO A. CACERES;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;3550;-
SANTA CLARA;0;ASUNCION;0;ASUNCION;560;-
4032  (BO. FATIMA);14;CANINDEYU;3;CURUGUATY;9528;-
ROBERTO L. PETTIT;2;SAN PEDRO;14;ISIDORO RESQUIN;2097;-
2747 12 DE JUNIO;2;SAN PEDRO;16;GUAJAYVI;2193;-
JUANITA;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9199;-
100 REPUBLICA DE COLOMBIA;2;SAN PEDRO;13;VILLA DEL ROSARIO;2269;-
3-95;3;CORDILLERA;20;SAN JOSE OBRERO;12959;-
14666;7;ITAPUA;30;ITAPUA POTY;4860;-
2730 SGDO. CORAZON DE JESUS;2;SAN PEDRO;16;GUAJAYVI;2199;-
9-30 PRESBITERO JOSE M. VILLARREAL;9;PARAGUARI;16;YBYCUI;6381;-
GRAL. BERNARDINO CABALLERO;11;CENTRAL;3;FERNANDO DE LA MORA;7766;-
800 PROF. PORFIRIO CHAMORRO;5;CAAGUAZU;1;CORONEL OVIEDO;3159;-
PROGRAMA POJOAJU;5;CAAGUAZU;1;CORONEL OVIEDO;3170;-
SANTA ELENA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6662;-
5732 (13349) SANTO DOMINGO;14;CANINDEYU;4;VILLA YGATIM?;9623;-
HOSPITAL NACIONAL DE ITAGUA;11;CENTRAL;6;ITAUGUA;99999;-
5233 (15018) VIRGEN DE CAACUPE;7;ITAPUA;9;CARLOS ANTONIO LOPEZ;5012;-
CEBINFA ANGEL DE LA GUARDA;12;ÑEEMBUCU;1;PILAR;11021;-
E.M.D. ARQ. TOMAS ROMERO PEREIRA;11;CENTRAL;13;SAN ANTONIO;8453;-
3289 SAN ROQUE;7;ITAPUA;10;NATALIO;5023;-
NRO. 118;11;CENTRAL;12;NEMBY;15701;-
DE ADM. SAN ROQUE GONZALEZ;11;CENTRAL;14;SAN LORENZO;277;-
1814 SANTA LIBRADA;12;ÐEEMBUCU;9;LOS LAURELES;8946;-
DE SALUD Y MEDIO AMBIENTE;11;CENTRAL;2;CAPIATA;15742;-
3858 (13292) SAN RAFAEL;10;ALTO PARANA;11;MINGA GUAZU;7164;-
15073 INST. PRIV. DE ENSEÑANZA INTEGRAL;11;CENTRAL;14;SAN LORENZO;8629;-
6397 SAN ISIDRO;14;CANINDEYU;3;CURUGUATY;11097;-
15-74;15;PRESIDENTE HAYES;3;PUERTO PINASCO;13273;-
CENTRO EDUCATIVO CRECER;10;ALTO PARANA;19;IRUÐA;12026;-
2127 ALFONSO DE BOCCARD;11;CENTRAL;1;AREGUA;7542;-
6TO. ENCUADRE;14;CANINDEYU;3;CURUGUATY;15847;-
3178 JULIO RAMIREZ RIOS;10;ALTO PARANA;6;ITAKYRY;6975;-
7435 ARSENIO VAZQUEZ;5;CAAGUAZU;9;SAN JOAQUIN;15754;-
CENTRO DE F.I. PROF.GUMERSINDO FERNANDEZ;10;ALTO PARANA;11;MINGA GUAZU;16474;-
S/N PAZ DEL CHACO;15;PRESIDENTE HAYES;1;POZO COLORADO;9842;-
3018 MARIA AUXILIADORA;14;CANINDEYU;11;YASY KAÐY;9449;-
NRO. 24;11;CENTRAL;12;ÐEMBY;15689;-
7225 EL SEMBRADOR;7;ITAPUA;5;CAPITAN MIRANDA;13638;-
2614 MARIA  AUXILIADORA;7;ITAPUA;24;TOMAS ROMERO PEREIRA;5457;-
4626 CENTRO EDUCATIVO CANINDEYU;14;CANINDEYU;10;NUEVA ESPERANZA;9706;-
880 SAN ROQUE;6;CAAZAPA;10;YUTY;4574;-
3759 (14553) CRISTO REY;14;CANINDEYU;11;YASY KAÐY;3880;-
7791 SENA NANAVA HLATMA NAPALVA;15;PRESIDENTE HAYES;3;PUERTO PINASCO;16597;-
3139 SANTA LIBRADA;5;CAAGUAZU;11;YHU;3850;-
CENTRO EDUCATIVO SINAI;11;CENTRAL;3;FERNANDO DE LA MORA;11220;-
SAN GERONIMO;11;CENTRAL;8;LIMPIO;8123;-
312 PINTURITAS DE COLORES;0;ASUNCION;0;ASUNCION;279;-
12187 SAN JUDAS TADEO;10;ALTO PARANA;17;MBARACAYU;6895;-
1936 VIRGEN DE FÁTIMA;10;ALTO PARANA;12;SAN CRISTOBAL;7245;-
618 ESTRELLITA;11;CENTRAL;7;LAMBARE;12141;-
6636 MARIA AUXILIADORA;14;CANINDEYU;9;LA PALOMA;10205;-
5723 (14338);14;CANINDEYU;11;YASY KAÐY;9459;-
4354 (13727) SAN ROQUE GONZALEZ DE SANTA;1;CONCEPCION;3;HORQUETA;955;-
73 PATROCINIA G. DE FRETES;9;PARAGUARI;2;ACAHAY;5913;-
1134 NIÑO JESUS;11;CENTRAL;9;LUQUE;8151;-
4427 (14512) JESUS BUEN PASTOR;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;1486;-
SAGRADO CORAZON DE JESUS;2;SAN PEDRO;1;SAN PEDRO;16167;-
3135 VIRGEN DE LORETO;2;SAN PEDRO;17;CAPIIBARY;3860;-
2145 SAN BLAS;5;CAAGUAZU;18;3 DE FEBRERO;4153;-
7365 FAUSTO GOMEZ;14;CANINDEYU;6;YPE JHU;13977;-
1915 AGUSTIN PIO BARRIOS;8;MISIONES;2;AYOLAS;5667;-
11-349;11;CENTRAL;2;CAPIATA;11938;-
1227 NTRA.SRA.DE LA ASUNCION;10;ALTO PARANA;5;HERNANDARIAS;6851;-
VIRGEN DE FATIMA;14;CANINDEYU;3;CURUGUATY;11918;-
8004 VIRGEN DEL CARMEN;15;PRESIDENTE HAYES;2;BENJAMIN ACEVAL;16940;-
PARROQ. SAN CRISTOBAL;0;ASUNCION;0;ASUNCION;615;-
5976 CENTRO EDUCATIVO MUNDO FELIZ;10;ALTO PARANA;1;CIUDAD DEL  ESTE;10209;-
707;11;CENTRAL;6;ITAUGUA;7903;-
6558 (15270) NIÑO JESUS;11;CENTRAL;8;LIMPIO;8127;-
10-151;10;ALTO PARANA;6;ITAKYRY;16257;-
PUERTO ITAIPYTE EX ITINERANTE (ESCUELA CARPA) ANEXA AL 1008048;10;ALTO PARANA;8;NACUNDAY;16751;-
CANDIDA ACHUCARRO;11;CENTRAL;13;SAN ANTONIO;8463;-
2246 SANTA CATALINA;3;CORDILLERA;19;VALENZUELA;2685;-
E.M.A. NUEVO MILENIO;10;ALTO PARANA;1;CIUDAD DEL ESTE;6439;-
SAN AGUSTIN;5;CAAGUAZU;15;JOSE DOMINGO OCAMPOS;4097;-
FLORIDEÑO;8;MISIONES;9;VILLA FLORIDA;5862;-
ðEMBY;11;CENTRAL;12;NEMBY;8443;-
1320 SAN LORENZO;10;ALTO PARANA;4;DR. JUAN LEON MALLORQUIN;6815;-
INMACULADA CONCEPCION;11;CENTRAL;14;SAN LORENZO;8526;-
5631 (15271) PADRE EMIGDIO MONTIEL MEDIN;11;CENTRAL;8;LIMPIO;8119;-
6611 (14859) SAN JOSE;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1656;-
5925 DON JORGE GAYOSO;15;PRESIDENTE HAYES;4;VILLA HAYES;10966;-
4606 HEROES DEL CHACO;16;BOQUERON;5;LOMA PLATA;10117;-
7868 MANDU'ARA;5;CAAGUAZU;2;CAAGUAZU;16706;-
2363 HERACULO VARGAS;8;MISIONES;7;SANTA ROSA;5807;-
ISLA SOLA;12;ÐEEMBUCU;9;LOS LAURELES;8962;-
MANUEL ORTIZ GUERRERO;4;GUAIRA;1;VILLARRICA;2736;-
161 CENTRO DE DESARROLLO INTEGRAL REFUGIO;0;ASUNCION;0;ASUNCION;16101;-
UNIDA LA CONQUISTA;11;CENTRAL;12;ÐEMBY;15842;-
7649 EL BUEN SAMARITANO;0;ASUNCION;0;ASUNCION;16403;-
ATENEO DE LENGUA - REGIONAL PIRAYU;9;PARAGUARI;9;PIRAYU;10272;-
JAPONES PARAGUAYO;0;ASUNCION;0;ASUNCION;8657;-
2798 SAN ROQUE GONZALEZ DE SANTA CRUZ;9;PARAGUARI;3;CAAPUCU;5968;-
1425 SANTIAGO NICOLAS BO PARODI;5;CAAGUAZU;3;CARAYAO;3504;-
92 .NOCTURNA MARIA L. MIRANDA;12;ÐEEMBUCU;1;PILAR;8852;-
1729 SANTO DOMINGO SAVIO;1;CONCEPCION;1;CONCEPCION;778;-
11424;12;ÐEEMBUCU;11;PASO DE PATRIA;8980;-
CAMBA CUA;12;ÐEEMBUCU;1;PILAR;8850;-
S/N;13;AMAMBAY;3;CAPITAN BADO;9240;-
5-217;5;CAAGUAZU;11;YHU;3910;-
CENTRO EDUCATIVO MUNDO FELIZ;10;ALTO PARANA;1;CIUDAD DEL  ESTE;10209;-
5202 (11674) GRAL.B.CABALLERO;7;ITAPUA;8;CORONEL BOGADO;4943;-
NEW LIGHT SCHOOL;0;ASUNCION;0;ASUNCION;349;-
4943 (13311) SAN ANTONIO;1;CONCEPCION;3;HORQUETA;1037;-
7-104;7;ITAPUA;27;YATYTAY;12756;-
1461 8 DE DICIEMBRE;1;CONCEPCION;1;CONCEPCION;813;-
SGDO. CORAZON DE JESUS;2;SAN PEDRO;16;GUAJAYVI;2247;-
5161 (13759) SAN PABLO;6;CAAZAPA;2;ABAI;4297;-
3624 NACIONES UNIDAS;2;SAN PEDRO;6;LIMA;1595;-
1552 SAN VICENTE;7;ITAPUA;6;NUEVA ALBORADA;4892;-
CONCEPCION;1;CONCEPCION;1;CONCEPCION;855;-
15433;14;CANINDEYU;11;YASY KAÐY;9597;-
5053 (10479) SEVERIANO DENIS M.;5;CAAGUAZU;13;R.I. 3 CORRALES;3991;-
15358 SAN JOSE OBRERO;14;CANINDEYU;4;VILLA YGATIM?;9408;-
SAN ANTONIO;2;SAN PEDRO;3;CHORE;1408;-
10-95;10;ALTO PARANA;1;CIUDAD DEL ESTE;6733;-
593 CAP. GUMERCINDO G. SOSA;1;CONCEPCION;3;HORQUETA;984;-
5191 (10926) PROF. E MIGDIO NOGUERA;7;ITAPUA;22;TRINIDAD;5165;-
S/N COM.IND.ENLHIT;16;BOQUERÓN;57;FERNHEIN;9855;-
3708 (13638) SAN FRANCISCO DE ASIS;2;SAN PEDRO;9;SAN PABLO;1925;-
2149 DON JORGE ADALBERTO SOTO VARELA;5;CAAGUAZU;9;SAN JOAQUIN;3736;-
15387 SAN ANTONIO;5;CAAGUAZU;2;CAAGUAZU;3472;-
MARIA AUXILIADORA;0;ASUNCION;0;ASUNCION;412;-
LEARNING;2;SAN PEDRO;8;SAN ESTANISLAO;1905;-
3540 ESPIRITU SANTO;11;CENTRAL;9;LUQUE;8196;-
CARMEN DE PEÑA;11;CENTRAL;2;CAPIATA;7614;-
6580 (15180) EMILIANO R.FERNANDEZ;7;ITAPUA;30;ITAPUA POTY;4868;-
1057 PRIV. SUBV. PARROQ. SAN CRISTOBAL;0;ASUNCION;0;ASUNCION;615;-
2984 SALESIANA DON BOSCO;10;ALTO PARANA;11;MINGA GUAZU;7153;-
3220;11;CENTRAL;8;LIMPIO;8090;-
HARUO MASUZAWA (EX CNEL.JOSE M. ARGA;7;ITAPUA;4;CAPITAN MEZA;4808;-
7473 MOISES;11;CENTRAL;7;LAMBARE;15895;-
1535 GRAL. ELIZARDO AQUINO;3;CORDILLERA;3;ARROYOS Y ESTEROS;2355;-
2592 FRANCISCO AMARILLA ARZAMENDIA;7;ITAPUA;6;NUEVA ALBORADA;4894;-
2270 VIRGEN DEL ROSARIO;2;SAN PEDRO;10;TACUATI;1947;-
7906 JOSE GASPAR RODRIGUEZ DE FRANCIA;2;SAN PEDRO;17;CAPIIBARY;16777;-
4901 (14307) SAN JUAN BOSCO;0;ASUNCION;0;ASUNCION;444;-
3988 (13001) MADRE MAZZARELLO;10;ALTO PARANA;11;MINGA GUAZU;7159;-
4338 (10063) SANTA LUCIA;1;CONCEPCION;3;HORQUETA;996;-
SAN ISIDRO LABRADOR;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;16047;-
JOSE DEL PILAR IBAÑEZ;5;CAAGUAZU;4;CECILIO BAEZ;16872;-
25 CARLOS ANTONIO LOPEZ;11;CENTRAL;12;ÐEMBY;8384;-
4944 (14410) SANTO DOMINGO;1;CONCEPCION;8;AZOTEY;1029;-
6879 (15106) SAN MARTIN DE PORRES;1;CONCEPCION;6;SAN LAZARO;1221;-
TENIENTE ESTEBAN MARTINEZ;15;PRESIDENTE HAYES;8;TTE. ESTEBAN MARTINEZ;9992;-
4743  VIRGEN DEL CARMEN-VILLA CLAUDIA;11;CENTRAL;15;VILLA ELISA;8710;-
C.C.L GLOBAL INFORMATICA;10;ALTO PARANA;5;HERNANDARI AS;16700;-
VIRGEN DEL CARMEN;10;ALTO PARANA;6;ITAKYRY;16182;-
CENTRO COMUNITARIO SAN JUAN BAUTISTA;4;GUAIRA;1;VILLARRICA;11428;-
15023 MARIA AUXILIADORA;5;CAAGUAZU;3;CARAYAO;3517;-
3128 SAN ALBERTO;2;SAN PEDRO;17;CAPIIBARY;3868;-
364 SAN ISIDRO LABRADOR (EX JHUGUA JHU);11;CENTRAL;17;YPACARAI;8754;-
15439 15 DE MAYO;15;PRESIDENTE HAYES;1;POZO COLORADO;9853;-
DR. CARLOS CHAVEZ BAREIRO;9;PARAGUARI;4;GENERAL BERNARDINO CABALLERO;6010;-
3725 (14031) SAN JOSE OBRERO;11;CENTRAL;1;AREGUA;7540;-
4840 MADRE ROSA STAEUGENIA;11;CENTRAL;9;LUQUE;8297;-
15395;2;SAN PEDRO;14;ISIDORO RESQUIN;1915;-
5-280;5;CAAGUAZU;6;DR. JUAN M. FRUTOS;12735;-
5845 (12790) ARANDU RAITY;5;CAAGUAZU;14;RAUL ARSENIO OVIEDO;4060;-
6343 (13002) SAN RAMON NONATO;6;CAAZAPA;8;TAVAI;4534;-
CC INFORMATICA;3;CORDILLERA;17;SANTA ELENA;16171;-
SAN JORGE;7;ITAPUA;30;ITAPUA POTY;4864;-
ESPIRITU SANTO;11;CENTRAL;9;LUQUE;8196;-
3320 SAN RAFAEL;7;ITAPUA;1;ENCARNACION;4670;-
M-67 DIGETREN;0;ASUNCION;0;ASUNCION;320;-
1142 SANTA MARIA MAGDALENA;12;ÐEEMBUCU;1;PILAR;8857;-
5-268 ASENTAMIENTO SIN TECHO;5;CAAGUAZU;1;CORONEL OVIEDO;11871;-
EN SALUD-YPACARAI;11;CENTRAL;17;YPACARAI;15766;-
14834 CENTRO EDUCATIVO DE LA PAZ;0;ASUNCION;0;ASUNCION;12;-
1256 FELIPE CHAMORRO GONZALEZ;6;CAAZAPA;1;CAAZAPA;4224;-
5626 (13307) BENIGNO CASACCIA B.;11;CENTRAL;1;AREGUA;7515;-
EMPALADO;5;CAAGUAZU;4;CECILIO BAEZ;3525;-
7080 MOREIRA CUE;1;CONCEPCION;1;CONCEPCION;13213;-
E.M.A. DR. TELEMACO SILVERA;4;GUAIRA;9;ITURBE;11336;-
13-56;13;AMAMBAY;4;ZANJA PYTA;10814;-
DE FORMACION ASEGURADO;0;ASUNCION;0;ASUNCION;322;-
DE AGENTES DE SALUD;0;ASUNCION;0;ASUNCION;15885;-
351 LA RESIDENTA;10;ALTO PARANA;7;JUAN E. O?LEARY;7011;-
6064 ARAMI MBURUKUJA;11;CENTRAL;8;LIMPIO;11325;-
7364 JOYVY;14;CANINDEYU;3;CURUGUATY;16704;-
352 DEFENSORES DEL CHACO;8;MISIONES;7;SANTA ROSA;5799;-
FD EN SERV. DE EST.HUMANISTICOS Y FILOSOFICOS;7;ITAPUA;22;TRINIDAD;5398;-
PRIVADA NIÑO JESUS DE NAZARETH;5;CAAGUAZU;1;CNEL OV I EDO;12120;-
CARLOS ANTONIO LOPEZ;12;ÐEEMBUCU;12;SAN JUAN BAUTISTA DE ÐEEMBUCU;8999;-
S/N COLONIA GUARANI STA. CLARA;4;GUAIRA;6;GRAL. E.GARAY;11589;-
5801 (14273);14;CANINDEYU;10;NUEVA ESPERANZA;9321;-
3063 PROF. FELICIANA GAVILAN MOREL;8;MISIONES;7;SANTA ROSA;5819;-
2964 SAN ISIDRO;10;ALTO PARANA;11;MINGA GUAZU;7165;-
REPUBLICA ITALIANA;11;CENTRAL;11;NUEVA ITALIA;8367;-
11-213;11;CENTRAL;2;CAPIATA;7653;-
14986 INDIGENA JUAN DIEGO;1;CONCEPCION;1;CONCEPCION;863;-
2814 MARIA ELSA GONZALEZ DE ORTIZ;9;PARAGUARI;8;MBUYAPEY;6125;-
6111 SOR GRACIELA ESTIGARRIBIA;10;ALTO PARANA;1;CIUDAD DEL ESTE;10960;-
C. E. SAN CIPRIANO;11;CENTRAL;3;FERNANDO DE LA MORA;7807;-
3223 SANTA MARIA DEL CHACO;16;BOQUERON;2;MARISCAL ESTIGARRIBIA;10063;-
469 SANTA MARIA EUFRACIA;8;MISIONES;2;AYOLAS;12787;-
7102 COLONIAS UNIDAS;13;AMAMBAY;2;BELLA VISTA;12837;-
5624 (15269) DIVINO JESUS;11;CENTRAL;5;ITA;7886;-
2117 GRAL. JOSE E. DIAZ;7;ITAPUA;30;ITAPUA POTY;4842;-
2465 MBURUCUYA;14;CANINDEYU;11;YASY KAÐY;9465;-
5082  (14912) VIRGEN DE LOURDES;3;CORDILLERA;1;CAACUPE;2305;-
491 MARIA AUXILIADORA;3;CORDILLERA;18;TOBATI;2653;-
PRIV.  SANTA TERESITA;2;SAN PEDRO;8;SAN ESTANISLAO;1903;-
2674 BERNARDINO CABALLERO;2;SAN PEDRO;11;UNION;1968;-
5045 (13135) SAN RAFAEL;5;CAAGUAZU;8;NUEVA LONDRES;3706;-
5366 (14473) MEDALLA MILAGROSA;9;PARAGUARI;2;ACAHAY;5919;-
7088 PROF. PEDRO DENIS RIVEROS;11;CENTRAL;4;GUARAMBARE;12478;-
C. E. ARIETCHT DAGAN;11;CENTRAL;11;NUEVA ITALIA;12692;-
EL MUNDO DE LOS JOVENES;11;CENTRAL;14;SAN LORENZO;8480;-
10766 DIOGENES MARIA QUEVEDO V. P.;7;ITAPUA;12;GENERAL ARTIGAS;5099;-
7921 YVA'Y MIRI;14;CANINDEYU;3;CURUGUATY;16810;-
10707 JUAN BLAS VERDUN;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;4435;-
5-266;5;CAAGUAZU;1;CNEL OV I EDO;11872;-
SAN GERVASIO;4;GUAIRA;7;COLONIA INDEPENDENCIA;2896;-
1220 PRIVADA PESTALOZZI;7;ITAPUA;3;CAMBYRETA;4774;-
JOSE ANGEL PAREDES;5;CAAGUAZU;2;CAAGUAZU;11467;-
5776 (12961);14;CANINDEYU;12;YVYRAROBANA;9524;-
MCAL. FRANSISCO SOLANO LOPEZ;4;GUAIRA;3;MAURICIO JOSE TROCHE;11338;-
101 MANUEL CESPEDES;9;PARAGUARI;14;TEBICUARY-MI;6278;-
1309 DON JUSTO ANTONIO QUINTANA;9;PARAGUARI;8;MBUYAPEY;6140;-
793;9;PARAGUARI;17;YVYTIMI;6420;-
C. E.  DR. ELIGIO AYALA;11;CENTRAL;3;FERNANDO DE LA MORA;11547;-
2176 CNEL. SILVESTRE AVEIRO;7;ITAPUA;4;CAPITAN MEZA;4834;-
CENTRO DE ESTUDIOS DE COMUNICACIÓN Y ART;11;CENTRAL;17;YPACARAI;11117;-
12839;10;ALTO PARANA;5;HERNANDARI AS;6873;-
2451 ARQ.TOMAS ROMERO PEREIRA;1;CONCEPCION;7;YVY YA?U;1186;-
SAN BLAS;5;CAAGUAZU;2;CAAGUAZU;11471;-
3975 PADRE ROBERTO CHAPARRO;15;PRESIDENTE HAYES;3;PUERTO PINASCO;9838;-
6513 TEJU;5;CAAGUAZU;7;REPATRIACION;11473;-
3532  (10605) PABLO ROBERTO SERVIN C.;5;CAAGUAZU;6;DR. JUAN MANUEL FRUTOS;3583;-
15153;2;SAN PEDRO;3;CHORE;1448;-
1439 DOÑA CATALINA DE CACERES;7;ITAPUA;6;NUEVA ALBORADA;4910;-
PROFESIONALIZACION AVA GUARANI;10;ALTO PARANA;16;MINGA PORA;15788;-
AUGUSTO ROA BASTOS;2;SAN PEDRO;16;GUAJAYVI;16341;-
1388 EMANCIPACION NACIONAL;9;PARAGUARI;1;PARAGUARI;5887;-
14300 CAMPO LORO;16;BOQUERON;4;FILADELFIA;10078;-
170 GRAL. MAXIMO SANTOS;0;ASUNCION;0;ASUNCION;289;-
NRO. 74;10;ALTO PARANA;13;SANTA RITA;15677;-
2826 DIVINO MAESTRO;10;ALTO PARANA;1;CIUDAD DEL  ESTE;6495;-
S/N KILOMETRO 17;14;CANINDEYU;1;SALTO DEL  GUAIRA;9341;-
4392 (14556);10;ALTO PARANA;13;SANTA RITA;7277;-
1047 BEATO LUIS GUANELLA;0;ASUNCION;0;ASUNCION;342;-
4684(3391) SCHONWIESE;16;BOQUERÓN;56;MENNO;10026;-
3470 SANTO DOMINGO DE GUZMAN;2;SAN PEDRO;16;GUAJAYVI;2178;-
CENT. DE CAP. EMP. UV  INTERNACIONAL;0;ASUNCION;0;ASUNCION;173;-
325 MARIA LUZ B.F. DE FRUTOS;9;PARAGUARI;10;QUIINDY;6181;-
MARIO LUIS LLANO VIERA;8;MISIONES;1;SAN JUAN BAUTISTA;5619;-
4817 (15063) SAN BLAS;10;ALTO PARANA;5;HERNANDARIAS;6921;-
SANTA LUCIA;2;SAN PEDRO;4;ELIZARDO A;13770;-
2339 VIRGEN MARIA AUXILIADORA;7;ITAPUA;10;NATALIO;5038;-
15186;14;CANINDEYU;3;CURUGUATY;9590;-
SANTO DOMINGO SAVIO;10;ALTO PARANA;1;CIUDAD DEL ESTE;6525;-
3828 (13106) SAN ANTONIO DE PADUA;10;ALTO PARANA;13;SANTA RITA;7297;-
5-274;5;CAAGUAZU;9;SAN JOAQUIN;12734;-
DE LA CAPITAL GRAL. BERNARDINO CABALLERO;0;ASUNCION;0;ASUNCION;524;-
VIRGEN DEL CARMEN;11;CENTRAL;3;FERNANDO DE LA MORA;7694;-
SAN MIGUEL BARBERO;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;1294;-
SALESIANO DE ESTUDIOS FILOSOF. DON BOSCO;5;CAAGUAZU;7;REPATRIACION;540;-
6506 PYCASUYGUA;7;ITAPUA;21;SAN RAFAEL DEL PARANA;11496;-
CENTRO DE EDUCACION BAS. JOSE F. BOGADO;0;ASUNCION;0;ASUNCION;521;-
M-71 DIRECCION DE SERVICIO AGROPE;11;CENTRAL;9;LUQUE;8260;-
DE FORM. INTEG. PARAGUAYA;0;ASUNCION;0;ASUNCION;15769;-
3124 SANTA CATALINA;5;CAAGUAZU;11;YHU;3841;-
12395;16;BOQUERÓN;56;MENNO;10126;-
966 MCAL. FRANCISCO SOLANO LOPEZ;5;CAAGUAZU;6;DR. JUAN MANUEL FRUTOS;3572;-
GLADYS;3;CORDILLERA;1;CAACUPE;2330;-
1638 JOSE TURSI;3;CORDILLERA;20;SAN JOSE OBRERO;2701;-
4575 (10403);4;GUAIRA;7;COLONIA INDEPENDENCIA;2923;-
5748 (14302) ARNALDO MARTINEZ;14;CANINDEYU;3;CURUGUATY;9490;-
2188 SANTA ROSA DE LIMA;7;ITAPUA;4;CAPITAN MEZA;4835;-
PROF. MERCEDES IBARRA;11;CENTRAL;3;FERNANDO DE LA MORA;7800;-
DON HECTOR ROQUE DUARTE;8;MISIONES;1;SAN JUAN BAUTISTA;12788;-
5593 (14391) C.E.I. SANTA ROSA;11;CENTRAL;12;ÐEMBY;8391;-
DE FORM DE SUB OFIC.TTE.JOSE FARIÑA;0;ASUNCION;0;ASUNCION;18;-
C.R.E. DR. RAUL PEÑA;13;AMAMBAY;1;PEDRO JUAN CABALLERO;9107;-
CFCL SYSTEM WORLD;10;ALTO PARANA;11;MINGA GUAZU;16817;-
MBOCAYATY;4;GUAIRA;11;MBOCAYATY;3059;-
GRAL DE BRIG. ELIGIO TORRES;3;CORDILLERA;1;CAACUPE;2322;-
6401 8 DE DICIEMBRE;14;CANINDEYU;11;YASY KAÐY;11298;-
5826 (12397) PAZ DEL CHACO;15;PRESIDENTE HAYES;7;TTE 1RO MANUEL IRALA FERNANDEZ;9796;-
5061 (15281);5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;3966;-
SANTO DOMINGO SAVIO;0;ASUNCION;0;ASUNCION;38;-
7802 KO'E PYAHU;14;CANINDEYU;3;CURUGUATY;16605;-
7431 SAN ANTONIO;14;CANINDEYU;8;KATUETE;15787;-
LA INMACULADA;15;PRESIDENTE HAYES;4;VILLA HAYES;9920;-
BAUTISTA DE VILLA MORRA;0;ASUNCION;0;ASUNCION;658;-
3666 (10977) MOISES FORNERON RETAMAR;8;MISIONES;3;SAN IGNACIO;5711;-
1541 NUEVA ESPERANZA;7;ITAPUA;1;ENCARNACION;4675;-
SAN MIGUEL ARCANGEL;11;CENTRAL;10;M. R. ALONSO;16649;-
10-58;10;ALTO PARANA;18;SAN ALBERTO;7507;-
15-45;15;PRESIDENTE HAYES;4;VILLA HAYES;9997;-
2789 DON EPIFANIO MENDEZ FLEITAS;7;ITAPUA;20;SAN PEDRO DEL PARANA;5319;-
CENTRO EDUCATIVO SAN MIGUEL ARCANGEL;5;CAAGUAZU;15;JOSE D. OCAMPOS;16911;-
737 TTE. CNEL. FULGENCIO YEGROS;7;ITAPUA;14;HOHENAU;5141;-
52 FELIX PEREZ CARDOZO;4;GUAIRA;5;FELIX PEREZ CARDOZO;2858;-
ARANDURA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6440;-
CENTRO EDUCATIVO GARFIELD;11;CENTRAL;15;VILLA ELISA;10442;-
4876 (14478) SANTO DOMINGO DE GUZMAN;0;ASUNCION;0;ASUNCION;214;-
127 14 DE JULIO;11;CENTRAL;4;GUARAMBARE;7823;-
2578 BERNARDINO CABALLERO;1;CONCEPCION;3;HORQUETA;975;-
5612 (14309) VICTORIA;11;CENTRAL;14;SAN LORENZO;8567;-
C.E.I.F.C.A.P.;0;ASUNCION;0;ASUNCION;12080;-
5414 (13124) SAN ANTONIO DE PADUA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6475;-
11-311 8 DE DICIEMBRE;11;CENTRAL;7;LAMBARE;12702;-
SAN JUAN;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;1287;-
5929 NTRA. SRA. DEL PERPETUO SOCORRO;10;ALTO PARANA;7;JUAN E. O?LEARY;10222;-
