nombre;dpto;dpto_desc;distrito;dist_desc;codigo_institucion;?column?
DR. EDUARDO LOPEZ MOREIRA;0;ASUNCION;0;ASUNCION;627;-
5864 (14780) SOLDADO EXCOMBATIENTE MANUE;15;PRESIDENTE HAYES;4;VILLA HAYES;9971;-
6553 SAN JORGE;15;PRESIDENTE HAYES;4;VILLA HAYES;15303;-
354 SAN BLAS;10;ALTO PARANA;1;CIUDAD DEL  ESTE;6459;-
5-221;5;CAAGUAZU;18;3 DE FEBRERO;4163;-
4892 (14564) PARROQ. CAACUPEMI;0;ASUNCION;0;ASUNCION;706;-
VIRGEN DE CAACUPE;11;CENTRAL;9;LUQUE;10159;-
7985 (EX 13949);14;CANINDEYU;10;NUEVA ESPERANZA;9715;-
1-38 SAN ANTONIO;1;CONCEPCION;1;CONCEPCION;841;-
FD EN SERV. NIVEL MEDIO CONTEMPORANEO;9;PARAGUARI;16;YVYCUI;6395;-
6116 UNIDA LA CONQUISTA;11;CENTRAL;12;ÐEMBY;10958;-
GENERAL JOSE EDUVIGIS DIAZ;12;ÐEEMBUCU;5;GENERAL DIAZ;8903;-
4376 (12409);6;CAAZAPA;1;CAAZAPA;4206;-
3646 (14125) MARIA AUXILIADORA;14;CANINDEYU;3;CURUGUATY;9500;-
3-29;3;CORDILLERA;3;ARROYOS Y ESTEROS;2382;-
8-12;8;MISIONES;8;SANTIAGO;5857;-
CURUMBEY;3;CORDILLERA;4;ATYRA;2414;-
6953 TAIWAN;5;CAAGUAZU;1;CORONEL OVIEDO;11705;-
102;0;ASUNCION;0;ASUNCION;198;-
4-85;4;GUAIRA;1;VILLARRICA;2770;-
402 PROF. PORFIRIO CHAMORRO;11;CENTRAL;5;ITA;7855;-
VILLA DEL ROSARIO;2;SAN PEDRO;13;VILLA DEL ROSARIO;2019;-
408 SANTO DOMINGO;11;CENTRAL;2;CAPIATA;7631;-
15-48;15;PRESIDENTE HAYES;4;VILLA HAYES;9987;-
5-224;5;CAAGUAZU;1;CORONEL OVIEDO;3258;-
6289 (13628) SAN PEDRO;10;ALTO PARANA;10;LOS CEDRALES;7137;-
EXP. U.C NTRA. SRA. DE LA ASUNCION;7;ITAPUA;1;ENCARNACION;4646;-
6757 (11535) CACIQUE ANDERESIA;16;BOQUERON;2;MARISCAL ESTIGARRIBIA;10111;-
SAN PATRICIO;0;ASUNCION;0;ASUNCION;281;-
ESPIRITU SANTO;11;CENTRAL;6;ITAUGUA;7947;-
4494 (13185) NIÑO JESUS;2;SAN PEDRO;14;GENERAL RESQUIN;2053;-
5-239;5;CAAGUAZU;3;CARAYAO;3515;-
2187 MARIA AUXILIADORA;7;ITAPUA;10;NATALIO;5030;-
ECO COLEGIO PARAGUAY;8;MISIONES;3;SAN IGNACIO;10959;-
4258 (14100) SANTA ISABEL;5;CAAGUAZU;7;REPATRIACION;3938;-
ATENEO DE LENGUA - REGIONAL BUENA VISTA;6;CAAZAPA;3;BUENA VISTA;10272;-
5938 SAN GABRIEL;6;CAAZAPA;8;TAVAI;4549;-
6043 CENTRO EDUCATIVO SAN JUAN BAUTISTA;11;CENTRAL;14;SAN LORENZO;10438;-
30 DR.MOISES S.BERTONI;10;ALTO PARANA;2;PRESIDENTE FRANCO;6741;-
1760 ARNULFO ROJAS MACEDO;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;1483;-
SAN PEDRO POTY;2;SAN PEDRO;10;TACUATI;16636;-
7965 LAS ALMENITAS NORTE;11;CENTRAL;14;SAN LORENZO;16858;-
6252 - COMUNIDAD INDIGENA LA PALMERA;15;PRESIDENTE HAYES;3;PUERTO PINASCO;15246;-
INMACULADA CONCEPCION;6;CAAZAPA;1;CAAZAPA;4181;-
CALIX;11;CENTRAL;8;LIMPIO;11404;-
1290 SAN AGUSTIN;12;ÐEEMBUCU;7;HUMAITA;8929;-
SAN JOSE;5;CAAGUAZU;18;3 DE FEBRERO;4141;-
5756 (13732) IVAN ARTURO HEYN CHAPARRO;14;CANINDEYU;3;CURUGUATY;9478;-
1623 SANTO TOMAS;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;1491;-
1462 PEDRO IGNACIO MORINIGO;11;CENTRAL;3;FERNANDO DE LA MORA;7752;-
837 MONSEÑOR JUAN S. BOGARIN;1;CONCEPCION;1;CONCEPCION;725;-
DR. RAUL PEÑA;1;CONCEPCION;3;HORQUETA;950;-
3530 SOL DE AMERICA;0;ASUNCION;0;ASUNCION;428;-
7365 TTE. FAUSTO GAUTO GOMEZ;14;CANINDEYU;6;YPE JHU;13977;-
15140 SAN MIGUEL;7;ITAPUA;24;TOMAS ROMERO PEREIRA;5513;-
TRES DE MAYO;7;ITAPUA;27;YATYTAY;16356;-
5963 SANTA CRUZ;6;CAAZAPA;2;ABAI;4338;-
7256 AUGUSTO ROA BASTOS (14128);6;CAAZAPA;8;TAVAI;4823;-
TEC. LEONARDO DA VINCI;10;ALTO PARANA;1;CIUDAD DEL  ESTE;6646;-
S/N C.E. SANTA CRUZ;11;CENTRAL;2;CAPIATA;7633;-
375 JUAN GREGORIO OLMEDO;3;CORDILLERA;12;MBOCAYATY DEL YHAGUY;2553;-
420 MADRE CELIA;8;MISIONES;2;AYOLAS;5664;-
6081 CENTRO EDUCATIVO CRISTIANO RENACER;9;PARAGUARI;15;YAGUARON;10978;-
4189 (12617) SAN MIGUEL ARCANGEL;11;CENTRAL;14;SAN LORENZO;8511;-
595 LAS ABEJITAS DORADAS;16;BOQUERON;4;FILADELFIA;11255;-
9-75;9;PARAGUARI;10;QUIINDY;6323;-
MANANTIAL;0;ASUNCION;0;ASUNCION;15770;-
8-39;8;MISIONES;8;SANTIAGO;13520;-
PIRIBEBUY;3;CORDILLERA;14;PIRIBEBUY;2574;-
DEL CENTRO MEDICO BAUTISTA;0;ASUNCION;0;ASUNCION;10257;-
693 VIRGEN DE FATIMA;15;PRESIDENTE HAYES;8;TTE. ESTEBAN MARTINEZ;9941;-
4760 CENTRO EDUCATIVO SAN JOSE;5;CAAGUAZU;2;CAAGUAZU;10487;-
5246 (14311) SAN ROQUE SANTA CRUZ;7;ITAPUA;9;CARLOS ANTONIO LOPEZ;4983;-
983 FRANCISCA BERNAL;14;CANINDEYU;2;CORPUS CHRISTI;9343;-
5904 PLANTACION;6;CAAZAPA;2;ABAI;4275;-
SAGRADO CORAZON DE JESUS;5;CAAGUAZU;13;R.I. 3 CORRALES;3983;-
3-70;3;CORDILLERA;1;CAACUPE;10721;-
9-106;9;PARAGUARI;4;GENERAL BERNARDINO CABALLERO;11945;-
1469 SAN JOSE;2;SAN PEDRO;16;GUAJAYVI;2195;-
PROFESIONALIZACION STA MARIA DEL CHACO;16;BOQUERON;2;MARISCAL ESTIGARRIBIA;10063;-
11635 CESAR SEBASTIAN CABAÑA ALONSO;3;CORDILLERA;10;JUAN DE MENA;3492;-
4897 (14169) DE LAS AMERICAS;0;ASUNCION;0;ASUNCION;517;-
HOGAR DE JESUS - FE Y ALEGRIA;11;CENTRAL;10;MARIANO ROQUE ALONSO;8314;-
55;0;ASUNCION;0;ASUNCION;245;-
2226 BERTA ZALDIVAR VDA. DE PAPPALARDO;3;CORDILLERA;3;ARROYOS Y ESTEROS;2363;-
TECNOLOGICO Y PROFESIONAL INFOTEC;2;SAN PEDRO;14;GENERAL RESQUIN;16220;-
2-64;2;SAN PEDRO;13;VILLA DEL ROSARIO;16115;-
14-48;14;CANINDEYU;3;CURUGUATY;11761;-
3078 1RO. DE MAYO;5;CAAGUAZU;4;CECILIO BAEZ;3527;-
6-24;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;4480;-
545  SAGRADO CORAZON DE JESUS;6;CAAZAPA;1;CAAZAPA;4214;-
1104 INMACULADA CONCEPCION;7;ITAPUA;1;ENCARNACION;4661;-
MARIA AUXILIADORA;2;SAN PEDRO;20;LIBERACION;1446;-
7535 ARROYO MOROTI;14;CANINDEYU;3;CURUGUATY;16039;-
CEN-INFO;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;16147;-
11-151;11;CENTRAL;11;NUEVA ITALIA;8369;-
7221 MIPAN CHORE;2;SAN PEDRO;3;CHORE;13639;-
S/N LOC. YRUKU POTY;10;ALTO PARANA;6;ITAKYRY;16513;-
6988 (10025) SAN LUIS GONZAGA;1;CONCEPCION;2;BELEN;906;-
KA'AGUY POTY;5;CAAGUAZU;2;CAAGUAZU;3313;-
3287 ING. AGR. HERNANDO BERTONI;7;ITAPUA;10;NATALIO;5022;-
2788;7;ITAPUA;25;ALTO VERA;5280;-
INMACULADA CONCEPCION;12;ÑEEMBUCU;1;PILAR;8862;-
3837 INSTITUTO EDUCATIVO SANTA MARIA;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;3945;-
REPUBLICA DEL PARAGUAY;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;13201;-
5441 (15310) SAN MARCOS;10;ALTO PARANA;1;CIUDAD DEL ESTE;6628;-
GRAL. MARCIAL SAMANIEGO;1;CONCEPCION;3;HORQUETA;970;-
9-102;9;PARAGUARI;1;PARAGUARI;12231;-
CENTRO PEDAGOGICO MARIANO ROQUE ALONSO;11;CENTRAL;10;MARIANO ROQUE ALONSO;8341;-
5985 SAN LUIS;13;AMAMBAY;1;PEDRO JUAN CABALLERO;10914;-
3493 SANTA ANA;10;ALTO PARANA;12;SAN CRISTOBAL;7251;-
4195 (14242) MUNICIPAL Nº4;11;CENTRAL;14;SAN LORENZO;8555;-
SUDAMERICANO DE INFORMATICA;11;CENTRAL;14;SAN LORENZO;16195;-
6051 INSTITUTO EDUC. FILADELFIA;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;10505;-
4871 (14371) MONTE LINDO;0;ASUNCION;0;ASUNCION;122;-
928 ANGEL PERALTA ARELLANO;9;PARAGUARI;16;YVYCUI;6344;-
3366 JORGE ALBERTO ROJAS RAMIREZ;11;CENTRAL;2;CAPIATA;7605;-
CENTRO EDUCATIVO VIRGEN MARIA DE LA PAZ;11;CENTRAL;8;LIMPIO;16901;-
15051 CTRO. EDUC. INTEGRAL NUEVO MUNDO;11;CENTRAL;19;J. A. SALDIVAR;8810;-
666 SAN MIGUEL;6;CAAZAPA;6;MACIEL;4389;-
7273 PERPETUO SOCORRO;11;CENTRAL;2;CAPIATA;13666;-
4975 (14868) TTE. ADOLFO ROJAS SILVA;2;SAN PEDRO;12;25 DE DICIEMBRE;1999;-
5267 (10365) VIRGILIO RAMON LEGAL;4;GUAIRA;6;GENERAL EUGENIO A. GARAY;2873;-
538 PROF. PURA E. VELAZQUEZ;9;PARAGUARI;5;CARAPEGUA;6023;-
OSVALDO;10;ALTO PARANA;1;CIUDAD DEL ESTE;6704;-
5873 (13433) CPTAN. RAMON AVALOS SANCHEZ;15;PRESIDENTE HAYES;7;TTE 1RO MANUEL IRALA FERNANDEZ;9762;-
3583 (13705) SAN JUAN BAUTISTA;7;ITAPUA;23;EDELIRA;5427;-
IDALBERDE;6;CAAZAPA;8;TAVAI;12741;-
IDELGUAP - FILIAL GRAL. ELIZARDO AQUINO;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;373;-
41 DR. JOSE DE ANTEQUERA Y CASTRO;0;ASUNCION;0;ASUNCION;23;-
11378 SGTO. 1º CIRILO CABRAL RIOS;12;ÐEEMBUCU;4;DESMOCHADOS;8900;-
MARIA AUXILIADORA;5;CAAGUAZU;1;CORONEL OVIEDO;10894;-
365 VIRGEN DE FATIMA;4;GUAIRA;11;MBOCAYATY;3060;-
SANTO DOMINGO SAVIO;11;CENTRAL;5;ITA;7887;-
5354 (11035) 12 DE JUNIO;12;ÐEEMBUCU;3;CERRITO;5871;-
6167 SUSANA GONZALEZ DE TRIGUIS;1;CONCEPCION;1;CONCEPCION;15323;-
850 SAGRADO CORAZON DE JESUS;4;GUAIRA;11;MBOCAYATY;3061;-
603 PDTE. JHON F. KENNEDY;11;CENTRAL;2;CAPIATA;7570;-
528 DELFIN CHAMORRO;7;ITAPUA;8;CORONEL BOGADO;4941;-
3023;14;CANINDEYU;11;YASY KAÐY;9453;-
SANTA LIBRADA;7;ITAPUA;3;CAMBYRETA;4802;-
4654 SAN LUIS;10;ALTO PARANA;6;ITAKYRY;7002;-
SAGRADA FAMILIA;10;ALTO PARANA;5;HERNANDARIAS;6902;-
LAS RESIDENTAS;11;CENTRAL;3;FERNANDO DE LA MORA;7767;-
EL PROFESIONAL;11;CENTRAL;5;ITA;15343;-
4917 (12064) LIC. FLORINDA ARCE DE PEREZ;1;CONCEPCION;1;CONCEPCION;782;-
4513 (14724) SAGRADA FAMILIA;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1653;-
605 CPTAN BALDOMERO RIQUELME;11;CENTRAL;2;CAPIATA;7585;-
6143 MADRE TERESA DE CALCUTA;11;CENTRAL;3;FERNANDO DE LA MORA;11407;-
14945;15;PRESIDENTE HAYES;3;PUERTO PINASCO;9886;-
8 DE DICIEMBRE;3;CORDILLERA;1;CAACUPE;2318;-
CENTRO DE LA INFORMATICA DEL PARAGUAY;0;ASUNCION;0;ASUNCION;11119;-
7006 (620) SAN JUAN BAUTISTA;11;CENTRAL;3;F. DE LA MORA;12117;-
13316 LAS MERCEDES;14;CANINDEYU;9;LA PALOMA;9695;-
SANTA RITA DEL MONDAY;10;ALTO PARANA;13;SANTA RITA;7316;-
7266 DON CRISPIN MORALES TORRES;11;CENTRAL;8;LIMPIO;13656;-
PAN AMERICAN INTERNACIONAL S.;11;CENTRAL;9;LUQUE;8231;-
2821 TTE. CNEL. FULGENCIO YEGROS;2;SAN PEDRO;8;SAN ESTANISLAO;1710;-
CURUZU ÐU;1;CONCEPCION;1;CONCEPCION;780;-
3563 FULGENCIO YEGROS;7;ITAPUA;25;ALTO VERA;5528;-
VIRGEN STELLA MARYS;0;ASUNCION;0;ASUNCION;500;-
10-111;10;ALTO PARANA;16;MINGA PORA;11752;-
CRUCE LIBERACION;2;SAN PEDRO;3;CHORE;1433;-
E.M.A. NTRA. SRA. DE LA NATIVIDAD;6;CAAZAPA;10;YUTY;10169;-
4581 (10391) SAN PEDRO;4;GUAIRA;17;PASO YOBAI;2943;-
12677;14;CANINDEYU;1;SALTOS DEL GUAIRA;9320;-
CEMPPJA N°169 VIRGEN DE FATIMA;11;CENTRAL;15;VILLA ELISA;12683;-
6718 (14937) LIC. ANA ROSA OLMEDO BARRIO;3;CORDILLERA;3;ARROYOS Y ESTEROS;2381;-
6331 (13401) PROCERES DE MAYO;6;CAAZAPA;8;TAVAI;4517;-
6-61 YBYRA CAIGUE;4;GUAIRA;9;ITURBE;12746;-
INDIGENA SANTA TERESITA;16;BOQUERON;2;MARISCAL ESTIGARRIBIA;16510;-
PARROQ. SEÑOR DE LAS PALMAS;3;CORDILLERA;6;EMBOSCADA;2451;-
CENTRO DE FORM.PROF.OBRA DON GUANELLA;5;CAAGUAZU;2;CAAGUAZU;3458;-
DAMAS SALESIANAS;10;ALTO PARANA;11;MINGA GUAZU;7155;-
5796 (13375) ITA POTY;14;CANINDEYU;4;VILLA YGATIM?;9642;-
7512 MARIA AUXILIADORA;6;CAAZAPA;4;DR. MOISES BERTONI;15999;-
1764 SAN ANTONIO;10;ALTO PARANA;4;DR. JUAN LEON MALLORQUIN;6824;-
ATENEO DE LENGUA - REGIONAL BELLA VISTA;13;AMAMBAY;2;BELLA VISTA;10272;-
2649 KATUPYRY;5;CAAGUAZU;13;R.I. 3 CORRALES;3988;-
MIGUEL MARIA PFANNEL;11;CENTRAL;8;LIMPIO;8061;-
5854 (14969);5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;3961;-
5179 (14766) SAN ANTONIO;7;ITAPUA;20;SAN PEDRO DEL PARANA;5323;-
M&K;9;PARAGUARI;13;SAPUCAI;10228;-
7039 PRESBITERIANA NACIONAL;11;CENTRAL;9;LUQUE;12124;-
CENTRO DE EDUCACION PROFESIONAL AVANZADA;5;CAAGUAZU;12;J EULOGIO ESTIGARRIBIA;15912;-
VIRGEN DE FATIMA;11;CENTRAL;4;GUARAMBARE;7830;-
ACOSTA ÑU;5;CAAGUAZU;12;DR. J. E.ESTIGRARRIB;3960;-
REPUBLICA DE ESPAÑA;14;CANINDEYU;12;YVYRAROBANA;9359;-
5194 (15034);7;ITAPUA;25;ALTO VERA;5550;-
4954 (13334) PROF. ILDA NATIVIDAD Q. DE;1;CONCEPCION;2;BELEN;899;-
5943 DON JOSE GIL FELTES;5;CAAGUAZU;2;CAAGUAZU;10486;-
ABRAHAM LYNCOLN;11;CENTRAL;8;LIMPIO;15841;-
CENTRO EDUCATIVO MARIA DE NAZARETH;11;CENTRAL;18;YPANE;11240;-
14-75;14;CANINDEYU;3;CURUGUATY;13265;-
2146 SAN MIGUEL;5;CAAGUAZU;18;3 DE FEBRERO;4154;-
4728 (14437) SAN ROQUE G. DE SANTA CRUZ;11;CENTRAL;8;LIMPIO;8079;-
MAKA;11;CENTRAL;10;MARIANO ROQUE ALONSO;12173;-
4936 (12696);1;CONCEPCION;7;YVY YA?U;1192;-
DR. BLAS GARAY;15;PRESIDENTE HAYES;4;VILLA HAYES;9911;-
3393 FRIESLAND;2;SAN PEDRO;5;ITACURUBI DEL ROSARIO;1565;-
446 DR. ROQUE ENCINA;2;SAN PEDRO;13;VILLA DEL ROSARIO;2270;-
2095;1;CONCEPCION;1;CONCEPCION;761;-
SANTA ROSA DE LIMA;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;3535;-
4491 (12316) SAN MIGUEL;2;SAN PEDRO;14;GENERAL RESQUIN;2081;-
3941 (13700) ANTONIO BARRESI ELLY;2;SAN PEDRO;8;SAN ESTANISLAO;2218;-
1502 PROF.PETRONA MARTINEZ VIUDA DE OCAM;11;CENTRAL;2;CAPIATA;7582;-
CAP. AGUSTIN FERNANDO DE PINEDO;11;CENTRAL;14;SAN LORENZO;8562;-
6-77;6;CAAZAPA;9;FULGENCIO YEGROS;12009;-
2182 PADRE FIDEL MAIZ;7;ITAPUA;23;EDELIRA;5428;-
2299 SAN BLAS;4;GUAIRA;7;COLONIA INDEPENDENCIA;2901;-
798 MADAME LINCH;7;ITAPUA;19;SAN COSME Y DAMIAN;5252;-
B&M SYSTEM;1;CONCEPCION;3;HORQUETA;11108;-
962 FRANCISCA ELOISA DUARTE;0;ASUNCION;0;ASUNCION;231;-
7885 EL SEMBRADOR;11;CENTRAL;13;SAN ANTONIO;16723;-
7045 (624)  NTRA. SRA DEL ROSARIO;2;SAN PEDRO;13;VILLA DEL ROSARIO;11680;-
5096 (14355) PATRICIA C. BENJAMIN;3;CORDILLERA;18;TOBATI;2649;-
4272 (13572) CENTRO EDUCATIVO CRISTIANO;0;ASUNCION;0;ASUNCION;233;-
COLEGIO PRIVADO SAGRADO CORAZON DE JESUS;8;MISIONES;7;SANTA ROSA;11002;-
FD EN SERV. GRAL. AQUINO;2;SAN PEDRO;4;GENERAL ELIZARDO AQUINO;1525;-
INMACULADA CONCEPCION;10;ALTO PARANA;1;CIUDAD DEL ESTE;6661;-
7592 SAN CAYETANO;11;CENTRAL;9;LUQUE;16301;-
5378 (11079) GRAL. ANDRES RODRIGUEZ;9;PARAGUARI;17;YVYTIMI;6410;-
INMACULADA CONCEPCION DE MARIA;11;CENTRAL;2;CAPIATA;11545;-
4130 (11583) EULOGIA U. DE ZALDIVAR;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1627;-
4-105;4;GUAIRA;1;VILLARRICA;11718;-
581 DON JOSE LUIS VILLALBA;12;ÐEEMBUCU;15;VILLA OLIVA;9028;-
2076;1;CONCEPCION;1;CONCEPCION;815;-
847 ESTER  CORREA DE GOROSTIAGA;4;GUAIRA;8;ITAPE;2728;-
C.E. AUGUSTO ROA BASTOS;11;CENTRAL;8;LIMPIO;16743;-
3408 SAN JUAN;10;ALTO PARANA;5;HERNANDARIAS;6869;-
PROF. ADOLFO MARIA MONJES;11;CENTRAL;16;VILLETA;8741;-
1834;5;CAAGUAZU;15;JOSE DOMINGO OCAMPOS;4088;-
3010 JUAN DIMA MOTTA;7;ITAPUA;19;SAN COSME Y DAMIAN;5246;-
SAN BALTAZAR;9;PARAGUARI;6;ESCOBAR;11629;-
4190 (14818) SAN JUAN BAUTISTA;11;CENTRAL;14;SAN LORENZO;8577;-
291 MA. MERCEDES RAMOS DE VERBORT;5;CAAGUAZU;9;SAN JOAQUIN;3707;-
C.C.L.AREGUA;11;CENTRAL;1;AREGUA;16695;-
438 CENTRO EDUCATIVO ARANDU RAPE;11;CENTRAL;6;ITAUGUA;7939;-
INTERNACIONAL DEL ESTE;10;ALTO PARANA;2;PRESIDENTE FRANCO;6748;-
5304 (10355) SANTA LUCIA;6;CAAZAPA;1;CAAZAPA;3024;-
6412 PRIVADO MARIA AUXILIADORA;11;CENTRAL;16;VILLETA;12160;-
CENTRO COMUNITARIO MITA RORY;5;CAAGUAZU;1;CNEL OV I EDO;15935;-
JULIO COSME GUTIERREZ;11;CENTRAL;15;VILLA ELISA;11193;-
1071 JOSE MARIA BOGARIN LA SALLE;0;ASUNCION;0;ASUNCION;146;-
1752 SAN ISIDRO LABRADOR;5;CAAGUAZU;6;DR. JUAN MANUEL FRUTOS;3582;-
TTE. BVC MANFRED CHRISTIAN EMHART V;7;ITAPUA;22;TRINIDAD;11086;-
6124 DON CESAR ZOTTI-ASENT. 1° DE NOV.II;8;MISIONES;3;SAN IGNACIO;15330;-
15195;2;SAN PEDRO;19;YRYVU CUA;1891;-
SAN GABRIEL;10;ALTO PARANA;13;SANTA RITA;7316;-
10813;7;ITAPUA;19;SAN COSME;5245;-
7136 ASENTAMIENTO 8 DE DICIEMBRE;7;ITAPUA;24;TOMAS ROMERO PEREIRA;12957;-
10-84;10;ALTO PARANA;1;CIUDAD DEL  ESTE;6557;-
E.M.A. SAN ROQUE GONZALEZ DE SANTACRUZ;11;CENTRAL;3;FERNANDO DE LA MORA;7720;-
1705 NIÑOS HEROES DE ACOSTA  ÑU;1;CONCEPCION;3;HORQUETA;978;-
SAN ROQUE GONZALEZ DE SANTACRUZ;10;ALTO PARANA;11;MINGA GUAZU;7216;-
1792 APOSTOL SANTIAGO;6;CAAZAPA;7;SAN JUAN NEPOMUCENO;4406;-
PROF. LADISLAA LILE GONZALEZ;8;MISIONES;1;SAN JUAN BAUTISTA;5620;-
165 ANDRES FERREIRA G.;3;CORDILLERA;6;EMBOSCADA;2445;-
676 MARIA VDA. DE CACERES;3;CORDILLERA;14;PIRIBEBUY;6090;-
GENESIS;11;CENTRAL;14;SAN LORENZO;8524;-
6829 RURAL AMISTAD;2;SAN PEDRO;10;TACUATI;13198;-
MARIA DURIS DE BOLF;7;ITAPUA;19;SAN COSME Y DAMIAN;5255;-
M-86;7;ITAPUA;1;ENCARNACION;4700;-
4084 SAN RAMON;7;ITAPUA;21;SAN RAFAEL DEL PARANA;5370;-
DE SANIDAD MILITAR;0;ASUNCION;0;ASUNCION;15886;-
S/N;14;CANINDEYU;1;SALTO DEL  GUAIRA;9336;-
4919 (14640)VIRGEN DE FATIMA;1;CONCEPCION;4;LORETO;1120;-
1846 MARIA AUXILIADORA;6;CAAZAPA;10;YUTY;4584;-
1011 JOSE AUDIFACIO OJEDA PERALTA;3;CORDILLERA;5;CARAGUATAY;2427;-
POLITECNICA ALEMANA;0;ASUNCION;0;ASUNCION;597;-
3129 NUEVA ESPERANZA;2;SAN PEDRO;17;CAPIIBARY;3869;-
5503 (14902) SAN JUAN BAUTISTA;10;ALTO PARANA;11;MINGA GUAZU;7232;-
7246 NUEVA ESPERANZA;11;CENTRAL;2;CAPIATA;13619;-
4353 (13671) MOISES BERTONI;1;CONCEPCION;3;HORQUETA;960;-
3406 MUJER PARAGUAYA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6529;-
FD EN SERV. C.R.E. NATALICIO TALAVERA;4;GUAIRA;1;VILLARRICA;2735;-
DR. BENJAMIN ACEVAL;0;ASUNCION;0;ASUNCION;57;-
14610 UNIVERSO III;0;ASUNCION;0;ASUNCION;708;-
10800 MCAL. FRANCISCO S. LOPEZ;7;ITAPUA;20;SAN PEDRO DEL PARANA;5102;-
ATENEO D LENGUA - REGIONAL P.J.CABALLERO;13;AMAMBAY;1;PEDRO JUAN CABALLERO;10272;-
6699 (11486) SAN JUAN BOSCO - CAYGATA YB;1;CONCEPCION;7;YBY YAU;1172;-
5300 (10390) GRAL. BERNARDINO CABALLERO;4;GUAIRA;3;MAURICIO JOSE TROCHE;2839;-
LICEO LA AMISTAD;2;SAN PEDRO;9;SAN PABLO;1930;-
5102 (10325) MA.ANA A.V. DE SALINAS;5;CAAGUAZU;10;SAN JOSE DE LOS ARROYOS;2691;-
3077 GUIDO TEMPASS PALMITAL;10;ALTO PARANA;14;NARANJAL;7318;-
824 REVERENDO PADRE LUCIANO CESTAC;11;CENTRAL;3;FERNANDO DE LA MORA;7696;-
3857 (11250) DIVINO MAESTRO;10;ALTO PARANA;11;MINGA GUAZU;7171;-
7569 MITA VY'A;3;CORDILLERA;3;ARROYOS Y  ESTEROS;16296;-
SANTA ANA;5;CAAGUAZU;19;SIMON BOLIVAR;4176;-
6883 24 DE JUNIO;6;CAAZAPA;3;BUENA VISTA;4355;-
1276 FUND.M.HARINEROS DEL PARAGUAY;0;ASUNCION;0;ASUNCION;8;-
VIRGEN DE LOURDES;14;CANINDEYU;4;VILLA YGATIM?;11304;-
1809 ENFERMERAS DEL CHACO;12;ÐEEMBUCU;12;SAN JUAN BAUTISTA DE ÐEEMBUCU;8990;-
5417 (13663) MEDALLA MILAGROSA;10;ALTO PARANA;1;CIUDAD DEL ESTE;6476;-
3644;14;CANINDEYU;4;VILLA YGATIM?;9421;-
DIVINA MONSERRATH;7;ITAPUA;24;TOMAS ROMERO PEREIRA;11622;-
6027 CEN. CREATIVO ENMANUEL DE TRES BOCA;11;CENTRAL;15;VILLA ELISA;10440;-
PROF. ELSA JACINTA MASI ZOLABARRIETA;2;SAN PEDRO;1;SAN PEDRO DEL YKUAMANDIYU;1227;-
7823 (15168) C.E. BETEL;4;GUAIRA;7;COLONIA INDEPENDENCIA;2987;-
5222 (12611) NIÑO JESUS;7;ITAPUA;18;MAYOR OTAÐO;5221;-
C. C. GRAL. BERNARDINO CABALLERO;0;ASUNCION;0;ASUNCION;13769;-
PROFESIONALIZACION VILLA HAYES;15;PRESIDENTE HAYES;4;VILLA HAYES;9912;-
456 PROCERES DE MAYO;5;CAAGUAZU;2;CAAGUAZU;3287;-
E.M.A. CAMBRIDGE;0;ASUNCION;0;ASUNCION;537;-
1060 VIRGEN DE FATIMA;0;ASUNCION;0;ASUNCION;117;-
4511(14347) JOSE G. RODRIGUEZ DE FRANCIA;2;SAN PEDRO;18;SANTA ROSA DEL AGUARAY;1632;-
1170 SANTA CLARA;0;ASUNCION;0;ASUNCION;560;-
E.M.A. NTRA. DE LA PAZ;10;ALTO PARANA;1;CIUDAD DEL ESTE;6724;-
DE FORMACION Y ACTUALIZACION PROFESIONAL;5;CAAGUAZU;1;CNEL OV I EDO;15638;-
1590 MCAL.FRANCISCO S. LOPEZ;7;ITAPUA;7;CARMEN DEL PARANA;4920;-
2333 REMBERTO GIMENEZ;7;ITAPUA;27;YATYTAY;5568;-
3556 (13719) AUGUSTO ROA BASTOS;7;ITAPUA;23;EDELIRA;5429;-
CACIQUE LAMBARE;11;CENTRAL;7;LAMBARE;8010;-
ÑATIURY-MI;5;CAAGUAZU;5;SANTA ROSA DEL MBUTUY;3551;-
7237 UNIVERSAL;11;CENTRAL;2;CAPIATA;13626;-
11-390 ESPIRITU SANTO;11;CENTRAL;9;LUQUE;11910;-
7-147;7;ITAPUA;8;CORONEL BOGADO;12208;-
4-84;4;GUAIRA;17;PASO YOBAI;12723;-
